Date,close
2022-07-01,0.8615400195121765
2022-07-04,0.8622000217437744
2022-07-05,0.8611699938774109
2022-07-06,0.8583300113677979
2022-07-07,0.8540599942207336
2022-07-08,0.8452399969100952
2022-07-11,0.8459500074386597
2022-07-12,0.8442000150680542
2022-07-13,0.8444300293922424
2022-07-14,0.8456500172615051
2022-07-15,0.8466600179672241
2022-07-18,0.8490999937057495
2022-07-19,0.8489000201225281
2022-07-20,0.8522999882698059
2022-07-21,0.8505799770355225
2022-07-22,0.8518999814987183
2022-07-25,0.8508800268173218
2022-07-26,0.8479999899864197
2022-07-27,0.8414899706840515
2022-07-28,0.8390499949455261
2022-07-29,0.8371999859809875
